ID,Date,Issue,Title,Page Link,Download Link,EPRA/Energy Act
345,8/28/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 76,https://new.kenyalaw.org/akn/ke/officialGazette/2009-08-28/76/eng@2009-08-28,https://new.kenyalaw.org/akn/ke/officialGazette/2009-08-28/76/eng@2009-08-28/source,
346,9/1/2009,Special Issue,Kenya Gazette Vol. CXI-No. 78,https://new.kenyalaw.org/akn/ke/officialGazette/2009-09-01/78/eng@2009-09-01,https://new.kenyalaw.org/akn/ke/officialGazette/2009-09-01/78/eng@2009-09-01/source,
347,9/4/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 79,https://new.kenyalaw.org/akn/ke/officialGazette/2009-09-04/79/eng@2009-09-04,https://new.kenyalaw.org/akn/ke/officialGazette/2009-09-04/79/eng@2009-09-04/source,
348,9/4/2009,Special Issue,Kenya Gazette Vol. CXI-No. 80,https://new.kenyalaw.org/akn/ke/officialGazette/2009-09-04/80/eng@2009-09-04,https://new.kenyalaw.org/akn/ke/officialGazette/2009-09-04/80/eng@2009-09-04/source,
349,9/9/2009,Special Issue,Kenya Gazette Vol. CXI-No. 81,https://new.kenyalaw.org/akn/ke/officialGazette/2009-09-09/81/eng@2009-09-09,https://new.kenyalaw.org/akn/ke/officialGazette/2009-09-09/81/eng@2009-09-09/source,
350,9/11/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 82,https://new.kenyalaw.org/akn/ke/officialGazette/2009-09-11/82/eng@2009-09-11,https://new.kenyalaw.org/akn/ke/officialGazette/2009-09-11/82/eng@2009-09-11/source,The Energy Act
351,9/18/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 83,https://new.kenyalaw.org/akn/ke/officialGazette/2009-09-18/83/eng@2009-09-18,https://new.kenyalaw.org/akn/ke/officialGazette/2009-09-18/83/eng@2009-09-18/source,
352,9/25/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 84,https://new.kenyalaw.org/akn/ke/officialGazette/2009-09-25/84/eng@2009-09-25,https://new.kenyalaw.org/akn/ke/officialGazette/2009-09-25/84/eng@2009-09-25/source,
353,9/25/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 85,https://new.kenyalaw.org/akn/ke/officialGazette/2009-09-25/85/eng@2009-09-25,https://new.kenyalaw.org/akn/ke/officialGazette/2009-09-25/85/eng@2009-09-25/source,
354,10/2/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 86,https://new.kenyalaw.org/akn/ke/officialGazette/2009-10-02/86/eng@2009-10-02,https://new.kenyalaw.org/akn/ke/officialGazette/2009-10-02/86/eng@2009-10-02/source,The Energy Act
355,10/2/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 87,https://new.kenyalaw.org/akn/ke/officialGazette/2009-10-02/87/eng@2009-10-02,https://new.kenyalaw.org/akn/ke/officialGazette/2009-10-02/87/eng@2009-10-02/source,
356,10/9/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 88,https://new.kenyalaw.org/akn/ke/officialGazette/2009-10-09/88/eng@2009-10-09,https://new.kenyalaw.org/akn/ke/officialGazette/2009-10-09/88/eng@2009-10-09/source,The Energy Act
357,10/13/2009,Special Issue,Kenya Gazette Vol. CXI-No. 89,https://new.kenyalaw.org/akn/ke/officialGazette/2009-10-13/89/eng@2009-10-13,https://new.kenyalaw.org/akn/ke/officialGazette/2009-10-13/89/eng@2009-10-13/source,
358,10/16/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 90,https://new.kenyalaw.org/akn/ke/officialGazette/2009-10-16/90/eng@2009-10-16,https://new.kenyalaw.org/akn/ke/officialGazette/2009-10-16/90/eng@2009-10-16/source,The Energy Act
359,10/23/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 91,https://new.kenyalaw.org/akn/ke/officialGazette/2009-10-23/91/eng@2009-10-23,https://new.kenyalaw.org/akn/ke/officialGazette/2009-10-23/91/eng@2009-10-23/source,
360,10/23/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 92,https://new.kenyalaw.org/akn/ke/officialGazette/2009-10-23/92/eng@2009-10-23,https://new.kenyalaw.org/akn/ke/officialGazette/2009-10-23/92/eng@2009-10-23/source,
361,10/30/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 93,https://new.kenyalaw.org/akn/ke/officialGazette/2009-10-30/93/eng@2009-10-30,https://new.kenyalaw.org/akn/ke/officialGazette/2009-10-30/93/eng@2009-10-30/source,
362,10/30/2009,Special Issue,Kenya Gazette Vol. CXI-No. 94,https://new.kenyalaw.org/akn/ke/officialGazette/2009-10-30/94/eng@2009-10-30,https://new.kenyalaw.org/akn/ke/officialGazette/2009-10-30/94/eng@2009-10-30/source,
363,11/3/2009,Special Issue,Kenya Gazette Vol. CXI-No. 95,https://new.kenyalaw.org/akn/ke/officialGazette/2009-11-03/95/eng@2009-11-03,https://new.kenyalaw.org/akn/ke/officialGazette/2009-11-03/95/eng@2009-11-03/source,
364,11/6/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 96,https://new.kenyalaw.org/akn/ke/officialGazette/2009-11-06/96/eng@2009-11-06,https://new.kenyalaw.org/akn/ke/officialGazette/2009-11-06/96/eng@2009-11-06/source,
365,11/6/2009,Special Issue,Kenya Gazette Vol. CXI-No. 97,https://new.kenyalaw.org/akn/ke/officialGazette/2009-11-06/97/eng@2009-11-06,https://new.kenyalaw.org/akn/ke/officialGazette/2009-11-06/97/eng@2009-11-06/source,
366,11/13/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 98,https://new.kenyalaw.org/akn/ke/officialGazette/2009-11-13/98/eng@2009-11-13,https://new.kenyalaw.org/akn/ke/officialGazette/2009-11-13/98/eng@2009-11-13/source,
367,11/13/2009,Special Issue,Kenya Gazette Vol. CXI-No. 99,https://new.kenyalaw.org/akn/ke/officialGazette/2009-11-13/99/eng@2009-11-13,https://new.kenyalaw.org/akn/ke/officialGazette/2009-11-13/99/eng@2009-11-13/source,
368,11/20/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 100,https://new.kenyalaw.org/akn/ke/officialGazette/2009-11-20/100/eng@2009-11-20,https://new.kenyalaw.org/akn/ke/officialGazette/2009-11-20/100/eng@2009-11-20/source,
369,11/27/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 101,https://new.kenyalaw.org/akn/ke/officialGazette/2009-11-27/101/eng@2009-11-27,https://new.kenyalaw.org/akn/ke/officialGazette/2009-11-27/101/eng@2009-11-27/source,
370,12/4/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 102,https://new.kenyalaw.org/akn/ke/officialGazette/2009-12-04/102/eng@2009-12-04,https://new.kenyalaw.org/akn/ke/officialGazette/2009-12-04/102/eng@2009-12-04/source,
371,12/11/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 103,https://new.kenyalaw.org/akn/ke/officialGazette/2009-12-11/103/eng@2009-12-11,https://new.kenyalaw.org/akn/ke/officialGazette/2009-12-11/103/eng@2009-12-11/source,
372,12/11/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 104,https://new.kenyalaw.org/akn/ke/officialGazette/2009-12-11/104/eng@2009-12-11,https://new.kenyalaw.org/akn/ke/officialGazette/2009-12-11/104/eng@2009-12-11/source,
373,12/11/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 105,https://new.kenyalaw.org/akn/ke/officialGazette/2009-12-11/105/eng@2009-12-11,https://new.kenyalaw.org/akn/ke/officialGazette/2009-12-11/105/eng@2009-12-11/source,
374,12/18/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 106,https://new.kenyalaw.org/akn/ke/officialGazette/2009-12-18/106/eng@2009-12-18,https://new.kenyalaw.org/akn/ke/officialGazette/2009-12-18/106/eng@2009-12-18/source,
375,12/18/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 107,https://new.kenyalaw.org/akn/ke/officialGazette/2009-12-18/107/eng@2009-12-18,https://new.kenyalaw.org/akn/ke/officialGazette/2009-12-18/107/eng@2009-12-18/source,
376,12/24/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 108,https://new.kenyalaw.org/akn/ke/officialGazette/2009-12-24/108/eng@2009-12-24,https://new.kenyalaw.org/akn/ke/officialGazette/2009-12-24/108/eng@2009-12-24/source,The Energy Act
377,12/24/2009,Special Issue,Kenya Gazette Vol. CXI-No. 109,https://new.kenyalaw.org/akn/ke/officialGazette/2009-12-24/109/eng@2009-12-24,https://new.kenyalaw.org/akn/ke/officialGazette/2009-12-24/109/eng@2009-12-24/source,
378,12/31/2009,Weekly Issue,Kenya Gazette Vol. CXI-No. 110,https://new.kenyalaw.org/akn/ke/officialGazette/2009-12-31/110/eng@2009-12-31,https://new.kenyalaw.org/akn/ke/officialGazette/2009-12-31/110/eng@2009-12-31/source,
379,1/4/2010,Special Issue,Kenya Gazette Vol. CXII-No. 1,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-04/1/eng@2010-01-04,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-04/1/eng@2010-01-04/source,
380,1/7/2010,Special Issue,Kenya Gazette Vol. CXII-No. 2,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-07/2/eng@2010-01-07,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-07/2/eng@2010-01-07/source,
381,1/8/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 3,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-08/3/eng@2010-01-08,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-08/3/eng@2010-01-08/source,The Energy Act
382,1/8/2010,Special Issue,Kenya Gazette Vol. CXII-No. 4,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-08/4/eng@2010-01-08,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-08/4/eng@2010-01-08/source,
383,1/15/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 5,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-15/5/eng@2010-01-15,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-15/5/eng@2010-01-15/source,
384,1/15/2010,Special Issue,Kenya Gazette Vol. CXII-No. 6,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-15/6/eng@2010-01-15,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-15/6/eng@2010-01-15/source,
385,1/19/2010,Special Issue,Kenya Gazette Vol. CXII-No. 7,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-19/7/eng@2010-01-19,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-19/7/eng@2010-01-19/source,
386,1/22/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 10,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-22/10/eng@2010-01-22,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-22/10/eng@2010-01-22/source,
387,1/22/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 8,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-22/8/eng@2010-01-22,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-22/8/eng@2010-01-22/source,
388,1/22/2010,Special Issue,Kenya Gazette Vol. CXII-No. 9,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-22/9/eng@2010-01-22,https://new.kenyalaw.org/akn/ke/officialGazette/2010-01-22/9/eng@2010-01-22/source,
389,2/5/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 11,https://new.kenyalaw.org/akn/ke/officialGazette/2010-02-05/11/eng@2010-02-05,https://new.kenyalaw.org/akn/ke/officialGazette/2010-02-05/11/eng@2010-02-05/source,
390,2/9/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 12,https://new.kenyalaw.org/akn/ke/officialGazette/2010-02-09/12/eng@2010-02-09,https://new.kenyalaw.org/akn/ke/officialGazette/2010-02-09/12/eng@2010-02-09/source,
391,2/12/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 13,https://new.kenyalaw.org/akn/ke/officialGazette/2010-02-12/13/eng@2010-02-12,https://new.kenyalaw.org/akn/ke/officialGazette/2010-02-12/13/eng@2010-02-12/source,
392,2/12/2010,Special Issue,Kenya Gazette Vol. CXII-No. 14,https://new.kenyalaw.org/akn/ke/officialGazette/2010-02-12/14/eng@2010-02-12,https://new.kenyalaw.org/akn/ke/officialGazette/2010-02-12/14/eng@2010-02-12/source,
393,2/19/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 15,https://new.kenyalaw.org/akn/ke/officialGazette/2010-02-19/15/eng@2010-02-19,https://new.kenyalaw.org/akn/ke/officialGazette/2010-02-19/15/eng@2010-02-19/source,The Energy Act
394,2/24/2010,Special Issue,Kenya Gazette Vol. CXII-No. 17,https://new.kenyalaw.org/akn/ke/officialGazette/2010-02-24/17/eng@2010-02-24,https://new.kenyalaw.org/akn/ke/officialGazette/2010-02-24/17/eng@2010-02-24/source,
395,2/26/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 18,https://new.kenyalaw.org/akn/ke/officialGazette/2010-02-26/18/eng@2010-02-26,https://new.kenyalaw.org/akn/ke/officialGazette/2010-02-26/18/eng@2010-02-26/source,
396,2/26/2010,Special Issue,Kenya Gazette Vol. CXII-No. 19,https://new.kenyalaw.org/akn/ke/officialGazette/2010-02-26/19/eng@2010-02-26,https://new.kenyalaw.org/akn/ke/officialGazette/2010-02-26/19/eng@2010-02-26/source,
397,3/2/2010,Special Issue,Kenya Gazette Vol. CXII-No. 20,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-02/20/eng@2010-03-02,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-02/20/eng@2010-03-02/source,
398,3/5/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 21,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-05/21/eng@2010-03-05,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-05/21/eng@2010-03-05/source,The Energy Act
399,3/5/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 22,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-05/22/eng@2010-03-05,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-05/22/eng@2010-03-05/source,
400,3/5/2010,Special Issue,Kenya Gazette Vol. CXII-No. 23,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-05/23/eng@2010-03-05,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-05/23/eng@2010-03-05/source,
401,3/12/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 24,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-12/24/eng@2010-03-12,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-12/24/eng@2010-03-12/source,The Energy Act
402,3/12/2010,Special Issue,Kenya Gazette Vol. CXII-No. 25,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-12/25/eng@2010-03-12,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-12/25/eng@2010-03-12/source,
403,3/12/2010,Special Issue,Kenya Gazette Vol. CXII-No. 26,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-12/26/eng@2010-03-12,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-12/26/eng@2010-03-12/source,
404,3/15/2010,Special Issue,Kenya Gazette Vol. CXII-No. 27,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-15/27/eng@2010-03-15,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-15/27/eng@2010-03-15/source,
405,3/19/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 28,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-19/28/eng@2010-03-19,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-19/28/eng@2010-03-19/source,
406,3/19/2010,Special Issue,Kenya Gazette Vol. CXII-No. 29,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-19/29/eng@2010-03-19,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-19/29/eng@2010-03-19/source,
407,3/26/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 30,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-26/30/eng@2010-03-26,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-26/30/eng@2010-03-26/source,
408,3/26/2010,Special Issue,Kenya Gazette Vol. CXII-No. 31,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-26/31/eng@2010-03-26,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-26/31/eng@2010-03-26/source,
409,3/26/2010,Special Issue,Kenya Gazette Vol. CXII-No. 32,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-26/32/eng@2010-03-26,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-26/32/eng@2010-03-26/source,
410,3/26/2010,Special Issue,Kenya Gazette Vol. CXII-No. 33,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-26/33/eng@2010-03-26,https://new.kenyalaw.org/akn/ke/officialGazette/2010-03-26/33/eng@2010-03-26/source,
411,4/1/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 34,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-01/34/eng@2010-04-01,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-01/34/eng@2010-04-01/source,
412,4/1/2010,Special Issue,Kenya Gazette Vol. CXII-No. 35,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-01/35/eng@2010-04-01,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-01/35/eng@2010-04-01/source,
413,4/1/2010,Special Issue,Kenya Gazette Vol. CXII-No. 36,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-01/36/eng@2010-04-01,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-01/36/eng@2010-04-01/source,
414,4/9/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 37,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-09/37/eng@2010-04-09,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-09/37/eng@2010-04-09/source,
415,4/16/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 38,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-16/38/eng@2010-04-16,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-16/38/eng@2010-04-16/source,
416,4/16/2010,Special Issue,Kenya Gazette Vol. CXII-No. 39,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-16/39/eng@2010-04-16,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-16/39/eng@2010-04-16/source,
417,4/23/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 40,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-23/40/eng@2010-04-23,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-23/40/eng@2010-04-23/source,
418,4/23/2010,Special Issue,Kenya Gazette Vol. CXII-No. 41,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-23/41/eng@2010-04-23,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-23/41/eng@2010-04-23/source,
419,4/23/2010,Special Issue,Kenya Gazette Vol. CXII-No. 42,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-23/42/eng@2010-04-23,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-23/42/eng@2010-04-23/source,
420,4/23/2010,Special Issue,Kenya Gazette Vol. CXII-No. 43,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-23/43/eng@2010-04-23,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-23/43/eng@2010-04-23/source,
421,4/30/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 44,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-30/44/eng@2010-04-30,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-30/44/eng@2010-04-30/source,The Energy Act
422,4/30/2010,Special Issue,Kenya Gazette Vol. CXII-No. 45,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-30/45/eng@2010-04-30,https://new.kenyalaw.org/akn/ke/officialGazette/2010-04-30/45/eng@2010-04-30/source,
423,5/7/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 46,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-07/46/eng@2010-05-07,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-07/46/eng@2010-05-07/source,The Energy Act
424,5/7/2010,Special Issue,Kenya Gazette Vol. CXII-No. 47,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-07/47/eng@2010-05-07,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-07/47/eng@2010-05-07/source,
425,5/12/2010,Special Issue,Kenya Gazette Vol. CXII-No. 48,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-12/48/eng@2010-05-12,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-12/48/eng@2010-05-12/source,
426,5/14/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 49,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-14/49/eng@2010-05-14,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-14/49/eng@2010-05-14/source,
427,5/14/2010,Special Issue,Kenya Gazette Vol. CXII-No. 50,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-14/50/eng@2010-05-14,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-14/50/eng@2010-05-14/source,
428,5/14/2010,Special Issue,Kenya Gazette Vol. CXII-No. 51,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-14/51/eng@2010-05-14,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-14/51/eng@2010-05-14/source,
429,5/17/2010,Special Issue,Kenya Gazette Vol. CXII-No. 52,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-17/52/eng@2010-05-17,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-17/52/eng@2010-05-17/source,
430,5/21/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 53,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-21/53/eng@2010-05-21,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-21/53/eng@2010-05-21/source,
431,5/21/2010,Special Issue,Kenya Gazette Vol. CXII-No. 54,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-21/54/eng@2010-05-21,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-21/54/eng@2010-05-21/source,
432,5/28/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 55,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-28/55/eng@2010-05-28,https://new.kenyalaw.org/akn/ke/officialGazette/2010-05-28/55/eng@2010-05-28/source,The Energy Act
433,6/4/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 56,https://new.kenyalaw.org/akn/ke/officialGazette/2010-06-04/56/eng@2010-06-04,https://new.kenyalaw.org/akn/ke/officialGazette/2010-06-04/56/eng@2010-06-04/source,The Energy Act
434,6/10/2010,Special Issue,Kenya Gazette Vol. CXII-No. 57,https://new.kenyalaw.org/akn/ke/officialGazette/2010-06-10/57/eng@2010-06-10,https://new.kenyalaw.org/akn/ke/officialGazette/2010-06-10/57/eng@2010-06-10/source,
435,6/11/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 58,https://new.kenyalaw.org/akn/ke/officialGazette/2010-06-11/58/eng@2010-06-11,https://new.kenyalaw.org/akn/ke/officialGazette/2010-06-11/58/eng@2010-06-11/source,The Energy Act
436,6/11/2010,Special Issue,Kenya Gazette Vol. CXII-No. 59,https://new.kenyalaw.org/akn/ke/officialGazette/2010-06-11/59/eng@2010-06-11,https://new.kenyalaw.org/akn/ke/officialGazette/2010-06-11/59/eng@2010-06-11/source,
437,6/14/2010,Special Issue,Kenya Gazette Vol. CXII-No. 60,https://new.kenyalaw.org/akn/ke/officialGazette/2010-06-14/60/eng@2010-06-14,https://new.kenyalaw.org/akn/ke/officialGazette/2010-06-14/60/eng@2010-06-14/source,
438,6/18/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 61,https://new.kenyalaw.org/akn/ke/officialGazette/2010-06-18/61/eng@2010-06-18,https://new.kenyalaw.org/akn/ke/officialGazette/2010-06-18/61/eng@2010-06-18/source,
439,6/25/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 62,https://new.kenyalaw.org/akn/ke/officialGazette/2010-06-25/62/eng@2010-06-25,https://new.kenyalaw.org/akn/ke/officialGazette/2010-06-25/62/eng@2010-06-25/source,
440,6/25/2010,Special Issue,Kenya Gazette Vol. CXII-No. 63,https://new.kenyalaw.org/akn/ke/officialGazette/2010-06-25/63/eng@2010-06-25,https://new.kenyalaw.org/akn/ke/officialGazette/2010-06-25/63/eng@2010-06-25/source,
441,6/30/2010,Special Issue,Kenya Gazette Vol. CXII-No. 64,https://new.kenyalaw.org/akn/ke/officialGazette/2010-06-30/64/eng@2010-06-30,https://new.kenyalaw.org/akn/ke/officialGazette/2010-06-30/64/eng@2010-06-30/source,
442,7/2/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 65,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-02/65/eng@2010-07-02,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-02/65/eng@2010-07-02/source,
443,7/2/2010,Special Issue,Kenya Gazette Vol. CXII-No. 66,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-02/66/eng@2010-07-02,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-02/66/eng@2010-07-02/source,
444,7/9/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 67,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-09/67/eng@2010-07-09,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-09/67/eng@2010-07-09/source,
445,7/14/2010,Special Issue,Kenya Gazette Vol. CXII-No. 68,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-14/68/eng@2010-07-14,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-14/68/eng@2010-07-14/source,
446,7/16/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 69,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-16/69/eng@2010-07-16,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-16/69/eng@2010-07-16/source,The Energy Act
447,7/23/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 70,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-23/70/eng@2010-07-23,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-23/70/eng@2010-07-23/source,The Energy Act
448,7/23/2010,Special Issue,Kenya Gazette Vol. CXII-No. 71,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-23/71/eng@2010-07-23,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-23/71/eng@2010-07-23/source,
449,7/23/2010,Special Issue,Kenya Gazette Vol. CXII-No. 72,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-23/72/eng@2010-07-23,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-23/72/eng@2010-07-23/source,
450,7/30/2010,Weekly Issue,Kenya Gazette Vol. CXII-No. 73,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-30/73/eng@2010-07-30,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-30/73/eng@2010-07-30/source,The Energy Act
451,7/30/2010,Special Issue,Kenya Gazette Vol. CXII-No. 74,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-30/74/eng@2010-07-30,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-30/74/eng@2010-07-30/source,
452,7/30/2010,Special Issue,Kenya Gazette Vol. CXII-No. 75,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-30/75/eng@2010-07-30,https://new.kenyalaw.org/akn/ke/officialGazette/2010-07-30/75/eng@2010-07-30/source,
